PV Player ID,Full Formal Name,Jersey,Canonical Position,2026 Active Proposal,Roster rp_id,Provider PersonId,Identity Status,Provenance,Manual Approval
"P015","Christopher Harvey","","DL","ACTIVE_2026_PROPOSED","8595","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P045","Immanuel Hawkins","","DL","ACTIVE_2026_PROPOSED","8643","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P016","Kheagian Heckaman","","TE","ACTIVE_2026_PROPOSED","8597","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P081","Brandon Heyward","","DB","ACTIVE_2026_PROPOSED","8692","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P061","Hunter Howard","","OL","ACTIVE_2026_PROPOSED","8666","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P062","Gabriel Ikechukwu","","DL","ACTIVE_2026_PROPOSED","8667","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P042","Amarie Jackson","","RB","ACTIVE_2026_PROPOSED","8638","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P017","Jayven Jackson","","LB","ACTIVE_2026_PROPOSED","8599","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P063","Joseph James Jean-Louis","","LB","ACTIVE_2026_PROPOSED","8668","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P018","Skylon Jean-Louis","","DB","ACTIVE_2026_PROPOSED","8600","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P019","Ethan John","","TE","ACTIVE_2026_PROPOSED","8601","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P064","Jamie Johnson, Jr.","","OL","ACTIVE_2026_PROPOSED","8669","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P020","Travon Jones","","Tightend","ACTIVE_2026_PROPOSED","8602","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P021","Patrick Kendall, III","","DL","ACTIVE_2026_PROPOSED","8603","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P038","Jahbari Kuykendall","","RB","ACTIVE_2026_PROPOSED","8625","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"","Leo Lane, Jr.","","DB","ACTIVE_2026_PROPOSED","8670","","NEW_PV_ID_REQUIRED","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P066","Vysen Lang","","OL","ACTIVE_2026_PROPOSED","8672","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P065","Akim Lanieux","","WR","ACTIVE_2026_PROPOSED","8671","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P067","Fitzroy Ledgister","","DB","ACTIVE_2026_PROPOSED","8673","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P095","Tre Leonard","","RB","ACTIVE_2026_PROPOSED","8900","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P068","Donovan Malone","","LB","ACTIVE_2026_PROPOSED","8674","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P022","Molik Mason","","DL","ACTIVE_2026_PROPOSED","8604","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"","Tyrone Mathieu, II","","DB","ACTIVE_2026_PROPOSED","8676","","NEW_PV_ID_REQUIRED","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P069","Kylin Mathis","","WR","ACTIVE_2026_PROPOSED","8677","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"","Damani Maxson","","DB","ACTIVE_2026_PROPOSED","8678","","NEW_PV_ID_REQUIRED","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P070","Allan McCarter","","DL","ACTIVE_2026_PROPOSED","8679","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P071","Damien McDaniel","","WR","ACTIVE_2026_PROPOSED","8680","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P072","Harrison McKinley","","DB","ACTIVE_2026_PROPOSED","8681","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P023","Calvin McMillian","","OL","ACTIVE_2026_PROPOSED","8605","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P073","Marley Minerds","","K/P","ACTIVE_2026_PROPOSED","8682","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P024","Matthew Moore","","LB","ACTIVE_2026_PROPOSED","8606","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"","Adam Moore, Jr.","","","ACTIVE_2026_PROPOSED","8901","","NEW_PV_ID_REQUIRED","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P074","Tyler Morehead","","LB","ACTIVE_2026_PROPOSED","8683","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P025","Xyler Myles","","OL","ACTIVE_2026_PROPOSED","8608","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P075","Kerry North","","DL","ACTIVE_2026_PROPOSED","8684","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P026","Jahiem O'Hara","","DL","ACTIVE_2026_PROPOSED","8610","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P077","Brian O'Neal","","DB","ACTIVE_2026_PROPOSED","8686","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P027","Jalen O'Neal","","DB","ACTIVE_2026_PROPOSED","8611","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P076","David Ogudo","","DL","ACTIVE_2026_PROPOSED","8685","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P028","Ashton Ojiaku","","DB","ACTIVE_2026_PROPOSED","8612","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P029","Rodny Ojo","","WR","ACTIVE_2026_PROPOSED","8613","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P078","James Owens","","LS","ACTIVE_2026_PROPOSED","8687","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P030","Cameron Pascal","","OL","ACTIVE_2026_PROPOSED","8615","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P096","Hanziah Rana","","OL","ACTIVE_2026_PROPOSED","8902","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P079","Mark Rayson, III","","LB","ACTIVE_2026_PROPOSED","8689","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P097","Darien Rogers","","QB","ACTIVE_2026_PROPOSED","8903","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P080","Elias Sanders","","DL","ACTIVE_2026_PROPOSED","8691","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P098","Anthony Shareef Irons","","LB","ACTIVE_2026_PROPOSED","8904","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P031","Drew Skartvedt","","LS","ACTIVE_2026_PROPOSED","8616","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P100","Kaeden Smith","","QB","ACTIVE_2026_PROPOSED","8906","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P032","William Taylor","","WR","ACTIVE_2026_PROPOSED","8618","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P040","Tony Terry","","TE","ACTIVE_2026_PROPOSED","8636","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"","Corey Thompson, Jr.","","DB","ACTIVE_2026_PROPOSED","8907","","NEW_PV_ID_REQUIRED","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P082","Cedric Thornton, Jr.","","LB","ACTIVE_2026_PROPOSED","8694","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P041","Timothy Timmerman","","TE","ACTIVE_2026_PROPOSED","8637","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P083","Nicholas Tramble","","WR","ACTIVE_2026_PROPOSED","8695","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P043","Zayvion Turner-Knox","","RB","ACTIVE_2026_PROPOSED","8639","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P101","Bruce Uperesa","","LB","ACTIVE_2026_PROPOSED","8908","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P084","Chase Walker","","LB","ACTIVE_2026_PROPOSED","8697","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P085","Jace Ward","","LB","ACTIVE_2026_PROPOSED","8698","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P086","Ashtin Watkins","","TE","ACTIVE_2026_PROPOSED","8699","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P033","Aiden Webb","","K/P","ACTIVE_2026_PROPOSED","8619","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P087","Cory White","","DB","ACTIVE_2026_PROPOSED","8700","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P034","David Williams","","OL","ACTIVE_2026_PROPOSED","8620","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P046","Malachi Williams","","DB","ACTIVE_2026_PROPOSED","8644","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P035","Xylan Williams","","WR","ACTIVE_2026_PROPOSED","8621","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P089","Elijah Wilson","","DB","ACTIVE_2026_PROPOSED","8702","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P036","Reginald Wilson","","OL","ACTIVE_2026_PROPOSED","8622","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"","Aaron Woodard","","DB","ACTIVE_2026_PROPOSED","8909","","NEW_PV_ID_REQUIRED","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
"P088","Demarcus Wynn","","DL","ACTIVE_2026_PROPOSED","8701","","RETAINED_BY_UNIQUE_FORMAL_NAME","https://pvpanthers.com/sports/football/roster; CAPTURED_PRODUCTION_PLAYERS_SNAPSHOT_2026-08-17","REQUIRED"
